species_id,version_id,language_id,flavor_text
119,28,6,"Golkings Fangemeinde spaltet sich in zweiLager, die sich gegenseitig nicht riechen können:die Hornenthusiasten und die Flossenfans."
119,28,7,Los fanáticos de este Pokémon pueden dividirseen dos grupos: los que adoran sus aletas y losque adoran su cuerno. No se llevan nada bien.
119,28,8,Gli appassionati di Seaking si dividono in duegruppi: gli estimatori del corno e gli amantidelle pinne. Tra di loro non corre buon sangue.
119,28,9,Trainers who are crazy for Seaking are dividedinto horn enthusiasts and fin enthusiasts.The two groups do not get along well.
119,28,11,アズマオウマニアの　トレーナーはツノ愛好家と　ヒレ愛好家にわかれ　互いの　仲は　悪い。
119,28,12,狂热爱好金鱼王的训练家分为角的爱好者和鱼鳍的爱好者。相互之间的关系很差。
119,29,1,ツノは　ドリルのように　かいてんしてかたい　いわも　グングン　くりぬく。オスのほうが　あざやかな　いろあい。
119,29,3,뿔이 드릴처럼 회전하기 때문에단단한 바위도 쉽게 뚫는다.수컷이 선명한 색을 띤다.
119,29,4,頭上的角會像鑽頭一樣旋轉，就連堅硬的岩石也能輕易貫穿。雄性的顏色比較鮮豔。
119,29,5,Il peut forer des rocs en faisant tourner sacorne comme une perceuse. Les mâles ontdes couleurs plus vives que les femelles.
119,29,6,Sein Horn rotiert wie ein Bohrer und höhlt selbstdie härtesten Felsen aus. Männliche Golkingerstrahlen in besonders prächtigen Farben.
119,29,7,Es capaz de pulverizar las rocas más durashaciendo girar su cuerno a modo de taladro.Los machos presentan una coloración más viva.
119,29,8,Facendo girare il corno come la puntadi un trapano perfora anche la roccia.I maschi hanno colori più sgargianti.
119,29,9,Its horn spins like a drill to steadily hollow outrocks—even harder ones. The coloration of themale is more vivid.
119,29,11,ツノは　ドリルのように　回転して硬い　岩も　グングン　くり貫く。オスの方が　鮮やかな　色合い。
119,29,12,头上的角会像钻头一样旋转，即便是坚硬的岩石也能一下子贯穿。雄性有着鲜艳的颜色。
119,30,1,オスは　かわぞこで　おどって　メスにアピール。　１ばん　うつくしくまった　オスに　メスが　あつまる。
119,30,3,수컷은 강바닥에서 춤을 추며암컷에게 어필한다. 가장 아름답게춤을 추는 수컷에게 암컷이 모여든다.
119,30,4,雄性會在河底跳舞，藉此吸引雌性的目光。雌性會聚集到舞跳得最美的雄性身邊。
119,30,5,Les mâles dansent devant les femelles pours’attirer leurs faveurs ; les plus talentueuxgagneront leur admiration.
119,30,6,"Männliche Golking tanzen in Flussbetten, um dieweiblichen Exemplare zu beeindrucken, die sichdann um den allerbesten Tänzer scharen."
119,30,7,"Los machos ejecutan una coreografía en ellecho del río para ganarse la atención de lashembras, que acuden al mejor bailarín."
119,30,8,"I maschi danzano sul letto dei fiumi cercandodi attirare l’attenzione delle femmine, che siradunano attorno al miglior danzatore."
119,30,9,"To attract females, males dance on the river’sfloor. The females gather around the male thatdances most gracefully."
119,30,11,オスは　川底で　踊って　メスにアピール。　１番　美しく舞った　オスに　メスが　集まる。
119,30,12,雄性会在河底跳舞并以此来吸引雌性。雌性会聚集到跳得最美的雄性身边。
119,31,1,あたまのツノで　かわぞこにあるいわを　くりぬき　すを　つくるのはオスの　やくめ　だ。
119,31,3,머리의 뿔로 강바닥에 있는돌을 파내어 둥지를 만드는 것은수컷의 역할이다.
119,31,4,雄性金魚王的職責是用頭上的角挖穿河底的石頭來建造巢穴。
119,31,5,Le mâle utilise la corne située sur son frontpour creuser un nid dans les rochers au fonddes rivières.
119,31,6,"Männliche Exemplare dieses Pokémon höhlenmit dem Horn an ihrem Kopf Steine im Flussbettaus, um sich so ein Nest zu bauen."
119,31,7,Los machos usan el cuerno de la cabeza parahoradar rocas en el lecho del río y construir allísu nido.
119,31,8,Il maschio di Seaking usa il corno che hasulla testa per scavare il nido nelle rocceche si trovano sul letto dei fiumi.
119,31,9,It is the male’s job to make a nest by carving outboulders in a stream using the horn on its head.
119,31,11,頭のツノで　川底にある岩を　くり抜き　巣を　作るのはオスの　役目　だ。
119,31,12,雄性的职责是用头上的角打穿河里的石头筑巢。
119,32,1,あたまのツノで　かわぞこにあるいわを　くりぬき　すを　つくるのはオスの　やくめ　だ。
119,32,3,머리의 뿔로 강바닥에 있는돌을 파내어 둥지를 만드는 것은수컷의 역할이다.
119,32,4,雄性金魚王的職責是用頭上的角挖穿河底的石頭來建造巢穴。
119,32,5,Le mâle utilise la corne située sur son frontpour creuser un nid dans les rochers au fonddes rivières.
119,32,6,"Männliche Exemplare dieses Pokémon höhlenmit dem Horn an ihrem Kopf Steine im Flussbettaus, um sich so ein Nest zu bauen."
119,32,7,Los machos usan el cuerno de la cabeza parahoradar rocas en el lecho del río y construir allísu nido.
119,32,8,Il maschio di Seaking usa il corno che hasulla testa per scavare il nido nelle rocceche si trovano sul letto dei fiumi.
119,32,9,It is the male’s job to make a nest by carving outboulders in a stream using the horn on its head.
119,32,11,頭のツノで　川底にある岩を　くり抜き　巣を　作るのはオスの　役目　だ。
119,32,12,雄性的职责是用头上的角打穿河里的石头筑巢。
119,33,1,あきになると　プロポーズのためからだに　あぶらが　のってきてとても　きれいないろに　へんかする。
119,33,3,가을이 되면 짝짓기를 위해몸에 윤기가 돌게 되며매우 아름다운 색으로 변화한다.
119,33,4,到了秋天，體內的脂肪會因為要求偶而增加，體色也會變得非常漂亮。
119,33,5,"En automne, à la saison des amours, il faitdes réserves de graisse et arbore des couleurschatoyantes."
119,33,6,"Im Herbst legt es an Gewicht zu und erscheintin prächtigen Farben, um so einen Partneranzulocken."
119,33,7,En otoño gana algo de peso para atraer aposibles parejas y se cubre de llamativos colores.
119,33,8,In autunno ingrassa in previsione della stagionedegli amori e assume colori sgargianti.
119,33,9,"In autumn, its body becomes more fatty inpreparing to propose to a mate. It takes onbeautiful colors."
119,33,11,秋になると　プロポーズのため体に　脂が　のってきてとても　きれいな色に　変化する。
119,33,12,到了秋天，体内的脂肪会因为要去求偶而增加，颜色也会变得非常漂亮。
119,34,1,ツノで　かわぞこの　いわを　くりぬきすをつくるのは　うみつけた　タマゴがながされないように　するためだ。
119,34,3,뿔로 강바닥의 바위를 파헤쳐둥지를 만드는 이유는 낳은 알이떠내려가지 않도록 하기 위함이다.
119,34,4,金魚王之所以會用角挖穿河底的岩石來築巢，是為了防止產下的卵被水流沖走。
119,34,5,"S’il fait des trous dans les rochers avec sa cornepour bâtir son nid, c’est pour éviter que ses Œufsne soient emportés par les flots."
119,34,6,"Es laicht in Löchern, die es mit seinem Horn inFelsen des Flussbettes gebohrt hat, damit seineEier nicht vom Wasser fortgespült werden."
119,34,7,Perfora las piedras del lecho del río con sucuerno para hacer un nido y que la corrienteno arrastre sus huevos.
119,34,8,"Perfora con il suo corno le rocce sul letto deifiumi, costruendo tane che proteggono le Uovadalla corrente."
119,34,9,"Using its horn, it bores holes in riverbedboulders, making nests to prevent its eggs fromwashing away."
119,34,11,ツノで　川底の　岩を　くりぬき巣をつくるのは　産みつけた　タマゴが流されないように　するためだ。
119,34,12,金鱼王之所以会用角挖穿河底的岩石来筑巢，是为了防止产下的卵被水流冲走。
120,1,9,An enigmaticPOKéMON that caneffortlessly regenerate anyappendage itloses in battle.
120,2,9,An enigmaticPOKéMON that caneffortlessly regenerate anyappendage itloses in battle.
120,3,9,"As long as thecenter section isunharmed, it can grow back fullyeven if it ischopped to bits."
120,4,9,"At night, the cen­ter of its bodyslowly flickers with the samerhythm as a humanheartbeat."
120,5,9,"Even if its bodyis torn, it canregenerate as long as the glowingcentral core re­mains intact."
120,6,9,"When the starstwinkle at night,it floats up from the sea floor, andits body's centercore flickers."
120,7,9,"STARYU’s center section has an organcalled the core that shines bright red.If you go to a beach toward the end of summer, the glowing cores ofthese POKéMON look like the starsin the sky."
120,8,9,"STARYU apparently communicates withthe stars in the night sky by flashingthe red core at the center of its body. If parts of its body are torn, thisPOKéMON simply regenerates themissing pieces and limbs."
120,9,9,It gathers with others in the night andmakes its red core glow on and off withthe twinkling stars. It can regeneratelimbs if they are severed from its body.
120,10,9,"It appears in large numbers by seashores.At night, its central core flashes with ared light."
120,11,9,An enigmatic POKéMON that can effortlesslyregenerate any appendage it loses inbattle.
120,12,9,"If its body is torn, it can growback if the red core remains.The core flashes at midnight."
120,13,9,"If its body is torn, it can growback if the red core remains.The core flashes at midnight."
120,14,9,"If its body is torn, it can growback if the red core remains.The core flashes at midnight."
120,15,9,"At night, the middle of its bodyslowly flickers with the samerhythm as a human heartbeat."
120,16,9,"Even if its body is torn, it canregenerate as long as the glowingcentral core remains intact."
120,17,5,"Même amoché, son corps se régénèretant que le noyau rouge est intact.Le noyau s’illumine à minuit."
120,17,9,"If its body is torn, it can growback if the red core remains.The core flashes at midnight."
120,18,5,"Même amoché, son corps se régénèretant que le noyau rouge est intact.Le noyau s’illumine à minuit."
120,18,9,"If its body is torn, it can growback if the red core remains.The core flashes at midnight."
120,21,9,"As long as its red core remains,it can regenerate its body instantly,even if it’s torn apart."
120,22,9,"As long as its red core remains,it can regenerate its body instantly,even if it’s torn apart."
120,23,1,からだの　ちゅうしんで　ひかるコアが　あるかぎり　からだがちぎれても　さいせい　できる。
120,23,3,몸의 중심에서 빛나는핵이 있는 한 몸이찢겨나가도 재생할 수 있다.
120,23,5,"Même si son corps est détruit, il peut se régénéreraussi longtemps que son cœur est en bon état."
120,23,6,"Auch wenn sein Körper nicht mehr intakt ist,kann es sich regenerieren, wenn der Kern leuchtet."
120,23,7,"Aunque sus brazos se rompan podrán regenerarse,siempre y cuando su núcleo siga intacto."
120,23,8,"Anche se il corpo è lacerato, continua a rigenerarsifinché il nucleo ardente centrale rimane intatto."
120,23,9,"Even if its body is torn, it can regenerate as long asthe glowing central core remains intact."
120,23,11,体の　中心で　光るコアが　ある限り体が　ちぎれても　再生できる。
120,24,1,うみべに　おおく　あらわれよるになると　ちゅうしんがあかく　てんめつする。
120,24,3,해변에 많이 나타나며밤이 되면 가운데가빨갛게 깜박거린다.
120,24,5,"On peut voir des Stari en grand nombre près descôtes. La nuit, le centre de son corps clignoted’une lumière rouge."
120,24,6,Es taucht in großer Anzahl an Ufern auf.Nachts leuchtet der Kern in seiner Mitte rot auf.
120,24,7,"Suele aparecer en grupos en la orilla de la playa. Porla noche, el órgano central que tiene brilla con una luzroja."
120,24,8,"Se ne trovano molti in riva al mare. Di notte, il nucleoal centro del corpo lampeggia di una luce rossa."
120,24,9,"It appears in large numbers by seashores. At night,its central core flashes with a red light."
120,24,11,海辺に　多く　現れ夜になると　中心が赤く　点滅する。
120,25,1,なつの　おわりごろ　よるに　すなはまへ　いくとコアと　よばれる　きかんを　あかく　ひからせたヒトデマンが　ほしの　ように　みえるよ。
120,25,3,여름이 끝날 무렵 밤에 모래 해변에 가면핵이라고 불리는 기관을 붉게 빛내는별가사리가 별처럼 보인다.
120,25,5,"Au centre de Stari se trouve un organe rouge et brillant appeléle cœur. À la fin de l’été, sur les plages, les cœurs de cesPokémon brillent comme les étoiles dans le ciel."
120,25,6,"In Sterndus Körpermitte befindet sich ein hellrot leuchtendesOrgan – sein Kern. Wenn du im Spätsommer an einen Strandgehst, sehen die leuchtenden Kerne dieser Pokémon aus wieSterne."
120,25,7,"Staryu posee un órgano central, conocido como su núcleo,que brilla con una luz roja. A finales de verano, pueden verseen la playa los núcleos de estos Pokémon brillando como lasestrellas del cielo."
120,25,8,"Al centro del corpo di Staryu è presente un nucleo che brilladi un rosso intenso. In spiaggia, a fine estate, il nucleodi questi Pokémon ha l’aspetto delle stelle nel firmamento."
120,25,9,"Staryu’s center section has an organ called the core thatshines bright red. If you go to a beach toward the end ofsummer, the glowing cores of these Pokémon look like thestars in the sky."
120,25,11,夏の　終わりごろ　夜に　砂浜に　いくとコアと　呼ばれる　器官を　赤く　光らせたヒトデマンが　星の　ように　見えるよ。
120,26,1,ちゅうしんの　あかい　コアを　てんめつさせてよぞらの　ほしと　こうしん　している　らしい。からだは　ちぎれても　じこさいせい　するぞ。
120,26,3,가운데에 있는 빨간 코어를 점멸시켜밤하늘의 별과 교신하는 것 같다.몸은 찢겨 나가더라도 스스로 재생한다.
120,26,5,"Stari communique apparemment avec les étoiles dansle ciel en faisant clignoter son cœur rouge. Si des partiesde son corps sont cassées, ce Pokémon les régénère."
120,26,6,"Sterndu kommuniziert mit den Sternen am Nachthimmel,indem es den roten Kern in seiner Körpermitte blinken lässt.Wenn Teile seines Körpers beschädigt wurden, stellt es diefehlenden Teile selbst wieder her."
120,26,7,"Staryu parece comunicarse por la noche con las estrellashaciendo brillar el núcleo rojo de su cuerpo. Si este Pokémonsufre algún daño en alguna zona de su cuerpo, la regenerarásin problema."
120,26,8,Pare che la notte Staryu comunichi con le stelle facendobrillare il suo nucleo rosso al centro del corpo. In caso diperdita di qualche appendice questo Pokémon riesce arigenerarla senza problemi.
120,26,9,"Staryu apparently communicates with the stars in the night skyby flashing the red core at the center of its body. If parts of itsbody are torn, this Pokémon simply regenerates the missingpieces and limbs."
120,26,11,中心の　赤い　コアを　点滅させて夜空の　星と　交信　している　らしい。体は　千切れても　自己再生　するぞ。
120,27,1,うみべに　おおく　せいそく。よるに　なると　からだの　ちゅうしんがあやしく　あかく　かがやきだす。
120,27,3,해변에 많이 서식한다.밤이 되면 몸의 중심이이상하고 빨갛게 빛을 낸다.
120,27,4,大多在海邊棲息。夜幕降臨時，身體的正中會閃耀出怪異的紅色光芒。
120,27,5,"Ce Pokémon vit en grand nombre au fond dela mer. À la nuit tombée, son cœur émet uneétrange lumière rouge."
120,27,6,Es taucht in großer Zahl an Ufern auf.Nachts erstrahlt der Kern in seiner Mittein einem unheimlichen Rot.
120,27,7,"Suelen vivir en el mar, cerca de la costa. Por lanoche, su núcleo brilla con una misteriosa luzroja."
120,27,8,"Gli Staryu vivono numerosi in riva al mare.Di notte, il nucleo al centro del corpo brilladi una strana luce rossa."
120,27,9,"Large numbers of these Pokémon make theirhome at the seaside. At night, a strange redglow radiates from the center of their bodies."
120,27,11,海辺に　多く　生息。夜に　なると　身体の　中心が怪しく　赤く　輝きだす。
120,27,12,大多在海边栖息。夜幕降临时，身体的正中会闪耀出怪异的红色。
120,28,1,ネオラントなどに　かじられるがあかいコアが　あるかぎり　すぐにさいせいするので　きにしていない。
120,28,3,네오라이트 등에게 물리지만빨간 핵이 있는 한 바로재생되므로 신경 쓰지 않는다.
120,28,4,即使被霓虹魚之類的咬到，只要紅色的核心部分還在就會立刻再生，所以一點都不在意。
120,28,5,"Même s’il se fait manger des bras par unLuminéon, il peut les régénérer tant que soncœur rouge est intact, aussi ne s’en fait-il pas."
120,28,6,"Es wird ab und zu von Lumineon angeknabbert,aber solange es seinen roten Kern hat, kann esden abgebissenen Teil sofort wiederherstellen."
120,28,7,"A veces recibe ataques de Lumineon y otrosPokémon, pero puede regenerar cualquier partede su cuerpo mientras su núcleo siga intacto."
120,28,8,"Se gli capita di venire mangiucchiato da unLumineon, non si preoccupa, perché finchéil nucleo rosso rimane intatto, può rigenerarsi."
120,28,9,"This Pokémon gets nibbled on by Lumineon andothers. Thanks to its red core, it regeneratesfast, so it’s unconcerned by their snack attacks."
120,28,11,ネオラントなどに　かじられるが赤いコアが　ある限り　すぐに再生するので　気にしていない。
120,28,12,即使被霓虹鱼等咬到，只要红色内核部分还在就会立刻再生，所以对此并不在意。
120,29,1,ほしくずが　うみに　おちてヒトデマンに　なったのだ　というみんわが　かくちに　のこっている。
120,29,3,무수한 별들이 바다로 떨어져별가사리가 되었다고 하는민화가 각지에 남아 있다.
120,29,4,在各地都流傳著星星落到海中之後變成了海星星的民間傳說。
120,29,5,"Si l’on en croit une légende populaire, il seraitné d’une pluie de poussière d’étoiles tombéedans la mer."
120,29,6,"Einer weitverbreiteten Volkssage zufolge istSterndu aus Sternennebel entstanden, der insMeer gefallen war."
120,29,7,Varias leyendas populares atribuyen su origena polvo de estrellas que se precipitó en la mar.
120,29,8,In molti luoghi è ancora diffusa la credenzache gli Staryu nascano da polvere di stellecaduta in fondo al mare.
120,29,9,"In many places, there are folktales of stardustfalling into the ocean and becoming Staryu."
120,29,11,星屑が　海に　落ちてヒトデマンに　なったのだ　という民話が　各地に　残っている。
120,29,12,在各地都流传着星屑掉到海里就会变成海星星这样的民间故事。
120,30,1,いくら　きずついても　へいき。さいせいのうりょくが　たかいのではんにちぐらいで　もとに　もどるぞ。
120,30,3,아무리 상처를 입어도 문제없다.재생 능력이 높아서한나절이면 원래대로 돌아온다.
120,30,4,不管受多少傷都不怕。由於再生能力很強，只要半天左右就會復原。
120,30,5,"Étant capable de se régénérer en une demi-journée seulement, il ne craint aucune blessure."
120,30,6,Verletzungen machen diesem Pokémon nichtsaus. Dank seiner Regenerationsfähigkeit ist eseinen halben Tag später schon wieder wie neu.
120,30,7,"Puede sufrir graves heridas sin problema,ya que sus notables facultades regenerativasle permiten recuperarse en apenas medio día."
120,30,8,"Le ferite non sono un problema per Staryu:grazie alle sue eccellenti capacità rigenerative,torna intero in mezza giornata."
120,30,9,No number of injuries can bother Staryu. Itsamazing regenerative powers return it to itsprevious state in half a day!
120,30,11,いくら　傷ついても　平気。再生能力が　高いので半日ぐらいで　元に　戻るぞ。
120,30,12,不管受了多少伤也没问题。再生能力很高，所以半天左右就会复原。
120,31,1,からだの　ちゅうしんぶぶん　さえのこっていれば　どんなに　こまかくきられても　さいせいするという。
120,31,3,몸의 중심 부분만남아 있으면 아무리 잘게잘려도 재생한다고 한다.
120,31,4,據說不管被切成多小塊，只要身體的中心部分還留著，就能重新長回來。
120,31,5,"Même découpé en mille morceaux, il peutrégénérer les parties de son corps tant quesa partie centrale reste indemne."
120,31,6,"Selbst wenn es zerstückelt wird, kann es seinenKörper immer wieder regenerieren, solange seinKernstück unversehrt bleibt."
120,31,7,"Aunque haya perdido partes de su cuerpo, lecrecerán de nuevo siempre y cuando su partecentral se mantenga intacta."
120,31,8,"Si dice che Staryu possa rigenerarsi anche dopoessere stato fatto a pezzetti, purché il suo centrosia rimasto intatto."
120,31,9,"As long as the center section is unharmed,this Pokémon can grow back fully even if it ischopped to bits."
120,31,11,体の　中心部分　さえ残っていれば　どんなに　細かく切られても　再生するという。
120,31,12,据说只要它身体的中心部分还存活着，即使被切成小块也能再生。
120,32,1,からだの　ちゅうしんぶぶん　さえのこっていれば　どんなに　こまかくきられても　さいせいするという。
120,32,3,몸의 중심 부분만남아 있으면 아무리 잘게잘려도 재생한다고 한다.
120,32,4,據說不管被切成多小塊，只要身體的中心部分還留著，就能重新長回來。
120,32,5,"Même découpé en mille morceaux, il peutrégénérer les parties de son corps tant quesa partie centrale reste indemne."
120,32,6,"Selbst wenn es zerstückelt wird, kann es seinenKörper immer wieder regenerieren, solange seinKernstück unversehrt bleibt."
120,32,7,"Aunque haya perdido partes de su cuerpo, lecrecerán de nuevo siempre y cuando su partecentral se mantenga intacta."
120,32,8,"Si dice che Staryu possa rigenerarsi anche dopoessere stato fatto a pezzetti, purché il suo centrosia rimasto intatto."
120,32,9,"As long as the center section is unharmed,this Pokémon can grow back fully even if it ischopped to bits."
120,32,11,体の　中心部分　さえ残っていれば　どんなに　細かく切られても　再生するという。
120,32,12,据说只要它身体的中心部分还存活着，即使被切成小块也能再生。
120,33,1,なつのおわりの　はまべに　いくときそくてきな　リズムで　ひかるヒトデマンの　むれが　みられるよ。
120,33,3,늦여름 해변에 가면규칙적인 리듬으로 빛나는별가사리의 무리를 볼 수 있다.
120,33,4,在夏天快結束時到海邊，就能看見成群的海星星有規律地一閃一閃發光。
120,33,5,"Lorsqu’on se rend en bord de mer à la finde l’été, on peut voir des groupes de Stariclignoter à un rythme régulier."
120,33,6,"Bei spätsommerlichen Strandbesuchen kann manGruppen von Sterndu begegnen, deren Kerne ingleichmäßigem Rhythmus aufblinken."
120,33,7,"A finales de verano, se pueden ver grupos deStaryu en la orilla de la playa sincronizando elbrillo de sus núcleos a ritmo regular."
120,33,8,"Alla fine dell’estate, sui litorali è possibileosservare gruppi di Staryu che emettono lucea un ritmo regolare."
120,33,9,"If you visit a beach at the end of summer, you’llbe able to see groups of Staryu lighting up in asteady rhythm."
120,33,11,夏の終わりの　浜辺に　行くと規則的な　リズムで　光るヒトデマンの　群れが　見られるよ。
120,33,12,夏季快结束时去海边，就能看到以有规律的节奏发光的海星星族群。
120,34,1,さかなポケモンに　ついばまれるがからだが　ちぎれても　すぐにさいせいするので　きにしない。　
120,34,3,물고기포켓몬에게 물리곤 하지만몸이 찢겨도 금방 재생되기 때문에신경 쓰지 않는다.
120,34,4,會被魚寶可夢啄食，但是即使身體被咬斷也能很快就再生，所以一點都不在意。
120,34,5,"Il ne se soucie guère des Pokémon poissonsqui viennent le grignoter, car même si son corpsest déchiqueté, il se régénère aussitôt."
120,34,6,"Ihm macht es nichts aus, von Fisch-Pokémonangeknabbert zu werden, da sich sein Körperbei Verletzungen im Nu regeneriert."
120,34,7,"No le importa que le mordisqueen el cuerpo losPokémon pez, ya que las partes desgarradas seregeneran casi al instante."
120,34,8,"Viene mangiucchiato dai Pokémon acquatici,ma non ci dà peso, perché le parti danneggiatedel suo corpo si rigenerano subito."
120,34,9,"Fish Pokémon nibble at it, but Staryu isn’tbothered. Its body regenerates quickly, evenif part of it is completely torn off."
120,34,11,魚ポケモンに　ついばまれるが体が　ちぎれてもすぐに　再生するので　気にしない。
120,34,12,虽然会遭到鱼宝可梦的啄食，但身体即使被咬掉一块也能马上再生，所以完全不在意。
121,1,9,Its central coreglows with theseven colors of the rainbow. Somepeople value thecore as a gem.
121,2,9,Its central coreglows with theseven colors of the rainbow. Somepeople value thecore as a gem.
121,3,9,"The center sectionis named the core.People think it is communicatingwhen it glows in
7 colors."
121,4,9,The center sectionof its body iscalled the core. It glows in a dif­ferent color eachtime it is seen.
121,5,9,"Regardless of theenvironment itlives in, its body grows to form asymmetrical geo­metric shape."
121,6,9,It is said that ituses the seven-colored core of its body to sendelectric wavesinto outer space.
121,7,9,"STARMIE’s center section - the core -glows brightly in seven colors.Because of its luminous nature, this POKéMON has been given the nickname“the gem of the sea.”"
121,8,9,STARMIE swims through water byspinning its star-shaped body as if itwere a propeller on a ship. The core at the center of thisPOKéMON’s body glows in seven colors.
121,9,9,People in ancient times imagined thatSTARMIE were transformed from thereflections of stars that twinkled ongentle waves at night.
121,10,9,"This POKéMON has a geometric body.Because of its body, the locals suspectthat it is an alien creature."
121,11,9,Its central core glows with the sevencolors of the rainbow. Some people valuethe core as a gem.
121,12,9,"At the center of its body is a redcore, which sends mysteriousradio signals into the night sky."
121,13,9,"At the center of its body is a redcore, which sends mysteriousradio signals into the night sky."
121,14,9,"At the center of its body is a redcore, which sends mysteriousradio signals into the night sky."
121,15,9,The middle section of its body iscalled the core. It glows in adifferent color each time it is seen.
121,16,9,"Regardless of the environment itlives in, its body grows to form asymmetrical geometric shape."
121,17,5,Un noyau rouge trône en son centre.Il envoie des signaux radio mystérieuxvers le ciel nocturne.
121,17,9,"At the center of its body is a redcore, which sends mysteriousradio signals into the night sky."
121,18,5,Un noyau rouge trône en son centre.Il envoie des signaux radio mystérieuxvers le ciel nocturne.
121,18,9,"At the center of its body is a redcore, which sends mysteriousradio signals into the night sky."
121,21,9,Its core shines in many colorsand sends radio signals into spaceto communicate with something.
121,22,9,Its core shines in many colorsand sends radio signals into spaceto communicate with something.
121,23,1,まんなかの　コアとよばれる　ぶぶんはなないろに　かがやく。これをほうせきにする　ひとも　いるという。
121,23,3,코어라고 불리는 중심 부분은일곱 빛깔로 빛난다. 이것을보석으로 삼는 사람도 있다고 한다.
121,23,5,Son cœur brille des couleurs de l’arc-en-ciel.On raconte que c’est une pierre précieuse.
121,23,6,Der Kern dieses Pokémon leuchtet in den Farbendes Regenbogens. Sein Kern gilt als Edelstein.
121,23,7,Su núcleo central brilla con los colores del arcoíris.Para algunos tiene el valor de una gema.
121,23,8,Nel suo nucleo brillano i sette colori dell’arcobaleno.Qualcuno lo considera una pietra preziosa.
121,23,9,Its central core glows with the seven colors of therainbow. Some people value the core as a gem.
121,23,11,真ん中の　コアと呼ばれる　部分は七色に　輝く。これを宝石にする　人も　いるという。
121,24,1,からだの　ちゅうしんにある　あかいコアから　よぞらに　むかってなぞの　でんぱを　はっしんしている。
121,24,3,몸의 중심에 있는 빨간핵에서 밤하늘을 향해알 수 없는 전파를 발신한다.
121,24,5,Un noyau rouge trône en son centre. Il envoiedes signaux radio mystérieux vers le ciel nocturne.
121,24,6,"In der Körpermitte befindet sich ein roter Kern,der mysteriöse Radiowellen in die Nacht sendet."
121,24,7,El centro de su cuerpo alberga un órgano que emiteextrañas señales de radio en la noche.
121,24,8,Al centro del corpo ha un nucleo rosso che diffondemisteriosi segnali radio nel cielo notturno.
121,24,9,"At the center of its body is a red core, which sendsmysterious radio signals into the night sky."
121,24,11,体の　中心にある　赤いコアから夜空に　向かって　ナゾの　電波を発信している。
121,25,1,からだの　ちゅうしんに　ある　コアと　よばれるぶぶんが　なないろに　かがやく　ことからうみのほうせき　という　べつめいを　つけられた。
121,25,3,몸의 중심에 있는 핵이라 불리는부분이 일곱 빛깔로 빛나기에바다의 보석이라는 별명이 붙었다.
121,25,5,"Le centre de Staross, son cœur, resplendit de septdifférentes couleurs. Du fait de sa brillance naturelle,on appelle ce Pokémon le « joyau des mers »."
121,25,6,"Starmies Mittelteil, sein Kern, leuchtet in sieben Farben.Aufgrund dieser Eigenschaft wird es auch „Juwel des Meeres“genannt."
121,25,7,"La parte central de Starmie, el núcleo brillante, resplandececon siete colores distintos. Debido a su naturaleza luminosa, aeste Pokémon se le ha dado el apelativo de la Gema del Mar."
121,25,8,"Il centro del corpo di Starmie, il suo nucleo, brilla in settecolori. Per la sua luminosità è chiamato “Gemma del mare”."
121,25,9,"Starmie’s center section—the core—glows brightly in sevencolors. Because of its luminous nature, this Pokémon hasbeen given the nickname “the gem of the sea.”"
121,25,11,体の　中心に　ある　コアと　呼ばれる部分が　七色に　輝く　ことから海の宝石　という　別名を　つけられた。
121,26,1,ほしがたの　からだを　スクリューの　ようにかいてんさせて　すいちゅうを　およぎまわる。ちゅうおうに　ある　コアが　なないろに　ひかる。
121,26,3,"별 모양인 몸을 스크루처럼회전시켜 물속을 헤엄쳐 다닌다.중앙에 있는 코어가 일곱 빛깔로 빛난다. "
121,26,5,"Staross nage en faisant tournoyer son corps en forme d’étoile,un peu à la manière d’une hélice de bateau. Le cœur au centredu corps de ce Pokémon brille de sept couleurs."
121,26,6,"Starmie kann schwimmen, indem es seinen sternförmigenKörper wie eine Schiffsschraube dreht. Der Kern in seinerKörpermitte leuchtet in sieben Farben."
121,26,7,Starmie nada por el agua haciendo girar su cuerpo estrelladoa modo de hélice. El núcleo de este Pokémon brilla y llega atornarse de siete colores.
121,26,8,Starmie nuota roteando vorticosamente il corpo a stella comefosse l’elica di una nave. Il suo nucleo brilla in sette diversicolori.
121,26,9,Starmie swims through water by spinning its star-shapedbody as if it were a propeller on a ship. The core at thecenter of this Pokémon’s body glows in seven colors.
121,26,11,星型の　体を　スクリューの　ように回転させて　水中を　泳ぎ回る。中央に　ある　コアが　七色に　光る。
121,27,1,かがやく　コアから　なぞの　でんぱをそうじゅしん　していると　いう。ちかづくと　ずつうが　することも。
121,27,3,빛나는 핵으로부터 의문의 전파를송수신하고 있다고 한다.다가가면 두통이 생길 때도 있다.
121,27,4,據說會從發光的核心收發神秘的電波。靠近的話可能會感到頭痛。
121,27,5,Son cœur lumineux envoie et reçoit des signauxmystérieux. Ils donnent la migraine à quiconques’en approche.
121,27,6,"Offenbar sendet und empfängt sein leuchtenderKern mysteriöse Radiowellen. Kommt man ihmzu nahe, löst es eventuell Kopfschmerzen aus."
121,27,7,Su brillante núcleo emite y recibe extrañasseñales de radio que pueden causarle jaquecasa cualquiera que se aproxime demasiado.
